filieres_id,nom,descriptif,duree,cout,langue_enseignement,diplome_delivre,images_pc,images_telephone,images_tablettes,faculte_id,centre_interet,faculte_id,nom,descriptif,condition_admission,email,telephone,images_pc,images_telephone,images_tablettes,universite_id,ville,pays,logo,nom,universite_id
414,Biotechnologie et Pharmacognosie,"Ce département compte deux spécialités : Biotechnologie (Biotechnologie agro-alimentaire, Biotechnologie de l'Environnement, Biotechnologie Cosmétique) et Pharmacognosie.",5,50000.00,Français et Anglais,Licence et Master,,,,61,,61,Faculté des Sciences,La Faculté des Sciences de l'Université d'EBOLOWA  offre aux étudiants des formations d'enseignement supérieur dans le domaine des Sciences et Techniques.,Etude de dossier,fsunivebolowa@gmail.com,(+237) 6 99 73 0781,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,7,Ebolowa,Cameroun,https://drive.google.com/file/d/19RiXtHFaIYqk84IfWFBuGpptRjmSBfnZ/view?usp=sharing,UNIVERSITE D'EBOLOWA,7
415,Chimie,"Le département de Chimie compte 4 spécialité : Chimie Industrielle, Chimie Fine, Chimie Analytique et Qualité, Chimie de l'Environnement",5,50000.00,Français et Anglais,Licence et Master,,,,61,,61,Faculté des Sciences,La Faculté des Sciences de l'Université d'EBOLOWA  offre aux étudiants des formations d'enseignement supérieur dans le domaine des Sciences et Techniques.,Etude de dossier,fsunivebolowa@gmail.com,(+237) 6 99 73 0781,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,7,Ebolowa,Cameroun,https://drive.google.com/file/d/19RiXtHFaIYqk84IfWFBuGpptRjmSBfnZ/view?usp=sharing,UNIVERSITE D'EBOLOWA,7
301,Philosophie,"Filière centrée sur l’étude des grandes questions philosophiques, des doctrines et des courants de pensée.",5,50000.00,"Français, Anglais","Licence, Master",,,,43,,43,Faculté des Lettres et Sciences Humaines,"La Faculté des Lettres et Sciences Humaines (FLSH) est l’une des six facultés de l’Université de Dschang, une université publique camerounaise située à Dschang dans la région de l’Ouest. Créée en 1993, la FLSH offre une formation pluridisciplinaire dans les domaines des lettres, des sciences humaines et des sciences sociales.",Titulaire du Bacc ou GCE A/L pour le Cycle Licence,udsrectorat@univ-dschang.com,(+237) 233 40 21 47,https://drive.google.com/file/d/14qsWESL-7BoCzxCsx8SjpkwEiPXo9WKj/view?usp=sharing,,,6,"Bambui, Belabo, Ebolowa, Maroua, Yaoundé-Nkolbisson, Bafia",Cameroun,https://drive.google.com/file/d/1mzS6KrwbYB6R6-KjtANoaObj5kIdMyw1/view?usp=sharing,UNIVERSITE DE DSCHANG,6
302,Psychologie,"Filière consacrée à l’étude du comportement humain, des processus mentaux et des troubles psychologiques.",5,50000.00,"Français, Anglais","Licence, Master",,,,43,,43,Faculté des Lettres et Sciences Humaines,"La Faculté des Lettres et Sciences Humaines (FLSH) est l’une des six facultés de l’Université de Dschang, une université publique camerounaise située à Dschang dans la région de l’Ouest. Créée en 1993, la FLSH offre une formation pluridisciplinaire dans les domaines des lettres, des sciences humaines et des sciences sociales.",Titulaire du Bacc ou GCE A/L pour le Cycle Licence,udsrectorat@univ-dschang.com,(+237) 233 40 21 47,https://drive.google.com/file/d/14qsWESL-7BoCzxCsx8SjpkwEiPXo9WKj/view?usp=sharing,,,6,"Bambui, Belabo, Ebolowa, Maroua, Yaoundé-Nkolbisson, Bafia",Cameroun,https://drive.google.com/file/d/1mzS6KrwbYB6R6-KjtANoaObj5kIdMyw1/view?usp=sharing,UNIVERSITE DE DSCHANG,6
416,Technologie de l'Information et des Communications,"Le département de TIC compte 3 spécialités : Intélligence Artificielle et Big Data, Réseaux et Multimédia, Architecture des Logiciels.",5,50000.00,Français et Anglais,Licence et Master,,,,61,,61,Faculté des Sciences,La Faculté des Sciences de l'Université d'EBOLOWA  offre aux étudiants des formations d'enseignement supérieur dans le domaine des Sciences et Techniques.,Etude de dossier,fsunivebolowa@gmail.com,(+237) 6 99 73 0781,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,7,Ebolowa,Cameroun,https://drive.google.com/file/d/19RiXtHFaIYqk84IfWFBuGpptRjmSBfnZ/view?usp=sharing,UNIVERSITE D'EBOLOWA,7
417,Géosciences et Environnement,"Le département de Géosciences et Environnement compte 3 spécialités : Géotechnique, Géologie minière, Hydrotechnique et environnement.",5,50000.00,Français et Anglais,Licence et Master,,,,61,,61,Faculté des Sciences,La Faculté des Sciences de l'Université d'EBOLOWA  offre aux étudiants des formations d'enseignement supérieur dans le domaine des Sciences et Techniques.,Etude de dossier,fsunivebolowa@gmail.com,(+237) 6 99 73 0781,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,7,Ebolowa,Cameroun,https://drive.google.com/file/d/19RiXtHFaIYqk84IfWFBuGpptRjmSBfnZ/view?usp=sharing,UNIVERSITE D'EBOLOWA,7
418,Physique Appliquée,"Ce département dispose d'une formation professionnalisante ayant 2 options : Systèmes Electriques et Energie, Systèmes mécaniques et mécatroniques.  Elle compte en plus 4 filières Professionnelles qui sont : Technologies Biomédicales (maintenance et Controle qualité), Maintenance des Systèmes Pluritechniques, Maintenance des Engins roulants Motorisés, Bâtiment et Construction des édifices.",5,50000.00,Français et Anglais,Licence et Master,,,,61,,61,Faculté des Sciences,La Faculté des Sciences de l'Université d'EBOLOWA  offre aux étudiants des formations d'enseignement supérieur dans le domaine des Sciences et Techniques.,Etude de dossier,fsunivebolowa@gmail.com,(+237) 6 99 73 0781,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,7,Ebolowa,Cameroun,https://drive.google.com/file/d/19RiXtHFaIYqk84IfWFBuGpptRjmSBfnZ/view?usp=sharing,UNIVERSITE D'EBOLOWA,7
312,Mathématiques Informatique,La filière de Mathématiques Informatique combine les domaines des mathématiques pures et de l’informatique. Les étudiants acquièrent des compétences en résolution de problèmes et en programmation.,5,50000.00,"Français, Anglais","Licence, Master",,,,46,,46,Faculté des Sciences (FS),"La Faculté des Sciences (FS) est l'une des six facultés de l'Université de Dschang, au Cameroun. Créée en 1993, elle est l'une des plus anciennes facultés de l'université et est reconnue pour son excellence dans l'enseignement et la recherche en sciences fondamentales et appliquées. La mission de la FS est de former des scientifiques de haut niveau, capables de contribuer au développement scientifique et technologique du Cameroun et de la sous-région Afrique centrale. La faculté s'engage également à promouvoir la culture scientifique et technique auprès du grand public.La FS propose une large gamme de formations de premier, deuxième et troisième cycles dans les domaines suivants: Licence: Sciences biologiques, Chimie, Mathématiques et informatique, Physique. Master: Biologie fondamentale et appliquée, Chimie fondamentale et appliquée, Mathématiques et informatique appliquées, Physique fondamentale et appliquée. Doctorat: Sciences biologiques, Chimie, Mathématiques et informatique, Physique","La Faculté des Sciences de l'Université de Dschang accepte les étudiants qui ont obtenu un diplôme de baccalauréat ou un diplôme équivalent en sciences. Les étudiants doivent également avoir une bonne maîtrise de la langue française ou anglaise, selon les exigences spécifiques des programmes.",udsrectorat@univ-dschang.com,+237 2 33 45 12 97,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,6,"Bambui, Belabo, Ebolowa, Maroua, Yaoundé-Nkolbisson, Bafia",Cameroun,https://drive.google.com/file/d/1mzS6KrwbYB6R6-KjtANoaObj5kIdMyw1/view?usp=sharing,UNIVERSITE DE DSCHANG,6
419,Sciences de la Terre,"Fournir aux étudiants les connaissances scientifiques, techniques et pratiques ouvertes sur le monde de l’entreprise, de la recherche et du développement qui les rendront aptes à exercer un métier de cadre supérieur dans le domaine de la géologie appliquée, études des risques naturels et de l’environnement, et valorisation des ressources naturelles.",5,50000.00,"Français, Anglais","Licence, Master",,,,46,,46,Faculté des Sciences (FS),"La Faculté des Sciences (FS) est l'une des six facultés de l'Université de Dschang, au Cameroun. Créée en 1993, elle est l'une des plus anciennes facultés de l'université et est reconnue pour son excellence dans l'enseignement et la recherche en sciences fondamentales et appliquées. La mission de la FS est de former des scientifiques de haut niveau, capables de contribuer au développement scientifique et technologique du Cameroun et de la sous-région Afrique centrale. La faculté s'engage également à promouvoir la culture scientifique et technique auprès du grand public.La FS propose une large gamme de formations de premier, deuxième et troisième cycles dans les domaines suivants: Licence: Sciences biologiques, Chimie, Mathématiques et informatique, Physique. Master: Biologie fondamentale et appliquée, Chimie fondamentale et appliquée, Mathématiques et informatique appliquées, Physique fondamentale et appliquée. Doctorat: Sciences biologiques, Chimie, Mathématiques et informatique, Physique","La Faculté des Sciences de l'Université de Dschang accepte les étudiants qui ont obtenu un diplôme de baccalauréat ou un diplôme équivalent en sciences. Les étudiants doivent également avoir une bonne maîtrise de la langue française ou anglaise, selon les exigences spécifiques des programmes.",udsrectorat@univ-dschang.com,+237 2 33 45 12 97,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,6,"Bambui, Belabo, Ebolowa, Maroua, Yaoundé-Nkolbisson, Bafia",Cameroun,https://drive.google.com/file/d/1mzS6KrwbYB6R6-KjtANoaObj5kIdMyw1/view?usp=sharing,UNIVERSITE DE DSCHANG,6
420,"Communicaton (territoires, patrimoines et industries culturelles)","La filière Communication forme les étudiants aux théories, pratiques et outils de la communication dans divers contextes sociaux et professionnels. Les étudiants acquièrent des compétences en rédaction, en analyse médiatique, en communication visuelle et en gestion de projets. Cette filière prépare les étudiants à des carrières dans les médias, les relations publiques, le marketing, la publicité, les communications d'entreprise, et d'autres domaines connexes.",5,50000.00,"Français, Anglais","Licence, Master",,,,43,,43,Faculté des Lettres et Sciences Humaines,"La Faculté des Lettres et Sciences Humaines (FLSH) est l’une des six facultés de l’Université de Dschang, une université publique camerounaise située à Dschang dans la région de l’Ouest. Créée en 1993, la FLSH offre une formation pluridisciplinaire dans les domaines des lettres, des sciences humaines et des sciences sociales.",Titulaire du Bacc ou GCE A/L pour le Cycle Licence,udsrectorat@univ-dschang.com,(+237) 233 40 21 47,https://drive.google.com/file/d/14qsWESL-7BoCzxCsx8SjpkwEiPXo9WKj/view?usp=sharing,,,6,"Bambui, Belabo, Ebolowa, Maroua, Yaoundé-Nkolbisson, Bafia",Cameroun,https://drive.google.com/file/d/1mzS6KrwbYB6R6-KjtANoaObj5kIdMyw1/view?usp=sharing,UNIVERSITE DE DSCHANG,6
325,Génie informatique et réseaux (GIR),"Formation axée sur l’informatique, les réseaux et les systèmes d’information. Les étudiants acquièrent des compétences en programmation, en administration réseau et en gestion des systèmes informatiques.",3,50000.00,"Français, Anglais",Licence,,,,50,,50,Institut Universitaire de Technologie Fotso Victor de Bandjoun (IUT),"L’IUT / FV forme des Techniciens, des Cadres et professionnels dans trois cycles de formation: BTS, DUT, et Licence Technologique.","L'admission à l'IUT se fait par voie de concours sur épreuves écrites ou sur étude de dossier. Elle est ouverte aux camerounais des deux sexes ou aux ressortissants des pays étrangers titulaires de l'un des diplômes suivants ou de tout autre diplôme admis en équivalence par le Ministère de l'Enseignement Supérieur :
Baccalauréat de l'Enseignement Général série C ou D
GCE A Level avec deux matières scientifiques
DUT dans la spécialité choisie ou tout autre diplôme national ou étranger sanctionnant deux années ou quatre semestres d'enseignement supérieur validés dans le domaine de la spécialité choisie, reconnu équivalent par le Ministère de l'Enseignement Supérieur",udsrectorat@univ-dschang.com,+237 2 33 45 14 48,https://drive.google.com/file/d/1mzS6KrwbYB6R6-KjtANoaObj5kIdMyw1/view?usp=sharing,,,6,"Bambui, Belabo, Ebolowa, Maroua, Yaoundé-Nkolbisson, Bafia",Cameroun,https://drive.google.com/file/d/1mzS6KrwbYB6R6-KjtANoaObj5kIdMyw1/view?usp=sharing,UNIVERSITE DE DSCHANG,6
89,Economie et Gestion,"La filière ""Economie et Gestion"" de la Faculté des Sciences Économiques et de Gestion (FSEG) offre une formation complète dans les domaines de l’économie et de la gestion. Les étudiants acquièrent des compétences en analyse économique, gestion d’entreprise, finance, marketing, et bien d’autres. Le programme met l’accent sur la compréhension des concepts économiques, la prise de décision stratégique, et la résolution de problèmes liés aux entreprises et aux organisations. Les étudiants seront préparés à occuper des postes variés dans le secteur économique et financier.",3,50000.00,francais et anglais,Licence,,,,10,,10,Faculté des Sciences Économiques et de Gestion (FSEG),"La Faculté des Sciences Économiques et de Gestion propose une formation complète dans les domaines de l’économie, de la finance, du management et de la comptabilité. Les étudiants acquièrent des connaissances approfondies sur les théories économiques, les politiques publiques, la gestion d’entreprise, la finance internationale et les méthodes quantitatives appliquées à l’économie.",Bacc. ou GCE/AL ou diplôme équivalent et étude de dossier,fsjp@univ-yaounde2.org,+237 699 490 550/673 689 244,https://drive.google.com/file/d/1Wr3MXU4IFZGMpb04WHorifwlxkuUh9lM/view?usp=sharing,,,2,Yaoundé,Cameroun,https://drive.google.com/file/d/1D6_NqQm4CQTt-UclvpJkJ44XYzJMlkNl/view?usp=sharing,UNIVERSITE DE YAOUNDE II,2
154,Philosophie et Psychologie,"Cette filière explore les théories philosophiques et psychologiques, offrant aux étudiants une compréhension approfondie de la pensée humaine et de ses implications dans la société. Elle favorise le développement de la pensée critique et analytique.",5,50000.00,Français et Anglais,"Licence, Master",,,,25,,25,Faculté des Lettres et Sciences Humaines (FALSH),"Créée par décret présidentiel, 2013/333 du 13 septembre 2013, fonctionnelle depuis la rentrée académique 2013/2014, la Faculté des Lettres et Sciences Humaines offre des formations dans les disciplines suivantes : histoire, langues (français, anglais, espagnol, allemand, etc.) et les lettres.","Être titulaire du baccalauréat toutes séries (A, C, D, E, F) ou du GCE Advanced Level (GCE AL) obtenu dans au moins 2 matières",,(+237) 222 29 15 41 / 677 78 07 78,,,,4,Maroua,Cameroun,https://drive.google.com/file/d/1-nyi1DBwV7t6b40btWXQLMZkqdMefUJb/view?usp=sharing,UNIVERSITE DE MAROUA,4
421,Biochemistry,"The Department of Biochemistry seeks to train biochemists with a modern view of the living world and industry. The Department provides theoretical and practical training for observation of, and experimentation with living systems, particularly bio-molecules in the field, industrial settings and/or laboratories. Attention is paid particularly to the applications of biological, molecular and biochemical concepts to human and veterinary medicine, agriculture, environmental protection, service industries and biotechnology. The Department of Biochemistry is one of the eight departments that comprise the Faculty of Science.",5,50000.00,Anglais,"Bachelor of Science in Biochemistry, Bachelor of Science in Biochemistry",,,,62,,62,Faculty of Science,"La Faculté des Sciences a été créée en 2010. L'approche pédagogique qui est celle de l'enseignement et de l'apprentissage de la Faculté est dynamique. Nos diplômés sont censés développer des compétences dans le domaine de l'enseignement et de la recherche. Cette performance est évaluée en continu à tous les niveaux grâce à des cours didactiques et interactifs, des tutoriels et des travaux pratiques, des travaux sur le terrain et des projets de recherche.","Avoir réussi au moins 2 matières au GCE Advanced Level, une en biologie, botanique, zoologie ou biologie humaine, et l'autre en chimie. Les séries C et D du baccalauréat sont également acceptables. Avoir une note de passage dans deux de ces matières au niveau A : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones. Pour s'inscrire en licence de mathématiques, il faut avoir obtenu au moins une note de passage en mathématiques au GCE A’ Level (ou équivalent) ou une recommandation spéciale du département. Avoir des notes de passage en mathématiques, physique et chimie au GCE O'Level. Avoir une note de passage dans deux de ces matières au niveau A’ : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones.",faculte.des.sciences@univ-bamenda.cm,+237 233 366 030 / +237 233 366 029,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,8,Bamenda,Cameroun,https://drive.google.com/file/d/1CNH1QnA80NIjvCSCC88Wvm0rc2kqCbPF/view?usp=sharing,UNIVERSITE DE BAMENDA,8
422,Chemistry,"The Department of Chemistry strives for excellence in teaching, research and in the application of Chemistry in the service of mankind. The Department aspires to be a leader in the discovery of new scientific knowledge by recruiting staff of diverse backgrounds and nationalities, and the training of students in modern techniques of chemical investigation.",5,50000.00,Anglais,"Bachelor of Science in Chemistry, Bachelor of Science in Chemistry",,,,62,,62,Faculty of Science,"La Faculté des Sciences a été créée en 2010. L'approche pédagogique qui est celle de l'enseignement et de l'apprentissage de la Faculté est dynamique. Nos diplômés sont censés développer des compétences dans le domaine de l'enseignement et de la recherche. Cette performance est évaluée en continu à tous les niveaux grâce à des cours didactiques et interactifs, des tutoriels et des travaux pratiques, des travaux sur le terrain et des projets de recherche.","Avoir réussi au moins 2 matières au GCE Advanced Level, une en biologie, botanique, zoologie ou biologie humaine, et l'autre en chimie. Les séries C et D du baccalauréat sont également acceptables. Avoir une note de passage dans deux de ces matières au niveau A : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones. Pour s'inscrire en licence de mathématiques, il faut avoir obtenu au moins une note de passage en mathématiques au GCE A’ Level (ou équivalent) ou une recommandation spéciale du département. Avoir des notes de passage en mathématiques, physique et chimie au GCE O'Level. Avoir une note de passage dans deux de ces matières au niveau A’ : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones.",faculte.des.sciences@univ-bamenda.cm,+237 233 366 030 / +237 233 366 029,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,8,Bamenda,Cameroun,https://drive.google.com/file/d/1CNH1QnA80NIjvCSCC88Wvm0rc2kqCbPF/view?usp=sharing,UNIVERSITE DE BAMENDA,8
423,Environmental Science,The Department  Environmental Science offers a natural appeal to anyone who loves the outdoors. The program is designed to provide students with a knowledge base that finds direct applications in various spheres of human endeavor. A strong practical component is inbuilt in the program such that upon graduation the students have relevant technical skills that give them an edge in the job market.,5,50000.00,Anglais,"Bachelor of Science in Environmental Science, Bachelor of Science in Environmental Science",,,,62,,62,Faculty of Science,"La Faculté des Sciences a été créée en 2010. L'approche pédagogique qui est celle de l'enseignement et de l'apprentissage de la Faculté est dynamique. Nos diplômés sont censés développer des compétences dans le domaine de l'enseignement et de la recherche. Cette performance est évaluée en continu à tous les niveaux grâce à des cours didactiques et interactifs, des tutoriels et des travaux pratiques, des travaux sur le terrain et des projets de recherche.","Avoir réussi au moins 2 matières au GCE Advanced Level, une en biologie, botanique, zoologie ou biologie humaine, et l'autre en chimie. Les séries C et D du baccalauréat sont également acceptables. Avoir une note de passage dans deux de ces matières au niveau A : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones. Pour s'inscrire en licence de mathématiques, il faut avoir obtenu au moins une note de passage en mathématiques au GCE A’ Level (ou équivalent) ou une recommandation spéciale du département. Avoir des notes de passage en mathématiques, physique et chimie au GCE O'Level. Avoir une note de passage dans deux de ces matières au niveau A’ : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones.",faculte.des.sciences@univ-bamenda.cm,+237 233 366 030 / +237 233 366 029,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,8,Bamenda,Cameroun,https://drive.google.com/file/d/1CNH1QnA80NIjvCSCC88Wvm0rc2kqCbPF/view?usp=sharing,UNIVERSITE DE BAMENDA,8
424,Geology,The Department  Geology offers a natural appeal to anyone who loves the outdoors. The program is designed to provide students with a knowledge base that finds direct applications in various spheres of human endeavor. A strong practical component is inbuilt in the program such that upon graduation the students have relevant technical skills that give them an edge in the job market.,5,50000.00,Anglais,"Bachelor of Science in Geology, Bachelor of Science in Geology",,,,62,,62,Faculty of Science,"La Faculté des Sciences a été créée en 2010. L'approche pédagogique qui est celle de l'enseignement et de l'apprentissage de la Faculté est dynamique. Nos diplômés sont censés développer des compétences dans le domaine de l'enseignement et de la recherche. Cette performance est évaluée en continu à tous les niveaux grâce à des cours didactiques et interactifs, des tutoriels et des travaux pratiques, des travaux sur le terrain et des projets de recherche.","Avoir réussi au moins 2 matières au GCE Advanced Level, une en biologie, botanique, zoologie ou biologie humaine, et l'autre en chimie. Les séries C et D du baccalauréat sont également acceptables. Avoir une note de passage dans deux de ces matières au niveau A : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones. Pour s'inscrire en licence de mathématiques, il faut avoir obtenu au moins une note de passage en mathématiques au GCE A’ Level (ou équivalent) ou une recommandation spéciale du département. Avoir des notes de passage en mathématiques, physique et chimie au GCE O'Level. Avoir une note de passage dans deux de ces matières au niveau A’ : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones.",faculte.des.sciences@univ-bamenda.cm,+237 233 366 030 / +237 233 366 029,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,8,Bamenda,Cameroun,https://drive.google.com/file/d/1CNH1QnA80NIjvCSCC88Wvm0rc2kqCbPF/view?usp=sharing,UNIVERSITE DE BAMENDA,8
425,Applied Mathematics,The specialised programme in Mathematics (Pure Mathematics) is for those students who want a deep knowledge of Mathematics and who hope to pursue Mathematical research as a career.,5,50000.00,Anglais,"Bachelor of Science in Applied Mathematics, Bachelor of Science in Applied Mathematics",,,,62,,62,Faculty of Science,"La Faculté des Sciences a été créée en 2010. L'approche pédagogique qui est celle de l'enseignement et de l'apprentissage de la Faculté est dynamique. Nos diplômés sont censés développer des compétences dans le domaine de l'enseignement et de la recherche. Cette performance est évaluée en continu à tous les niveaux grâce à des cours didactiques et interactifs, des tutoriels et des travaux pratiques, des travaux sur le terrain et des projets de recherche.","Avoir réussi au moins 2 matières au GCE Advanced Level, une en biologie, botanique, zoologie ou biologie humaine, et l'autre en chimie. Les séries C et D du baccalauréat sont également acceptables. Avoir une note de passage dans deux de ces matières au niveau A : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones. Pour s'inscrire en licence de mathématiques, il faut avoir obtenu au moins une note de passage en mathématiques au GCE A’ Level (ou équivalent) ou une recommandation spéciale du département. Avoir des notes de passage en mathématiques, physique et chimie au GCE O'Level. Avoir une note de passage dans deux de ces matières au niveau A’ : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones.",faculte.des.sciences@univ-bamenda.cm,+237 233 366 030 / +237 233 366 029,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,8,Bamenda,Cameroun,https://drive.google.com/file/d/1CNH1QnA80NIjvCSCC88Wvm0rc2kqCbPF/view?usp=sharing,UNIVERSITE DE BAMENDA,8
426,Combined Mathematics and Computer Science,"The specialised programme in Mathematics as a major with a minor in another field is meant for those students who have a strong interest in Mathematics but with career goals in the minor area. Additionally, students have the possibility to take a combined major in Mathematics and Computer Science (B.Sc. Combined (honours) in Mathematics and Computer Science).",5,50000.00,Anglais,"Bachelor of Science in Combined Mathematics and Computer Science , Bachelor of Science in Combined Mathematics and Computer Science ",,,,62,,62,Faculty of Science,"La Faculté des Sciences a été créée en 2010. L'approche pédagogique qui est celle de l'enseignement et de l'apprentissage de la Faculté est dynamique. Nos diplômés sont censés développer des compétences dans le domaine de l'enseignement et de la recherche. Cette performance est évaluée en continu à tous les niveaux grâce à des cours didactiques et interactifs, des tutoriels et des travaux pratiques, des travaux sur le terrain et des projets de recherche.","Avoir réussi au moins 2 matières au GCE Advanced Level, une en biologie, botanique, zoologie ou biologie humaine, et l'autre en chimie. Les séries C et D du baccalauréat sont également acceptables. Avoir une note de passage dans deux de ces matières au niveau A : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones. Pour s'inscrire en licence de mathématiques, il faut avoir obtenu au moins une note de passage en mathématiques au GCE A’ Level (ou équivalent) ou une recommandation spéciale du département. Avoir des notes de passage en mathématiques, physique et chimie au GCE O'Level. Avoir une note de passage dans deux de ces matières au niveau A’ : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones.",faculte.des.sciences@univ-bamenda.cm,+237 233 366 030 / +237 233 366 029,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,8,Bamenda,Cameroun,https://drive.google.com/file/d/1CNH1QnA80NIjvCSCC88Wvm0rc2kqCbPF/view?usp=sharing,UNIVERSITE DE BAMENDA,8
427,Mathematics and Statistics,The specialised programme in Applied Mathematics or Mathematics and Statistics is for those students who are interested in the fundamental knowledge of Mathematics with application to real world problems.,5,50000.00,Anglais,"Bachelor of Science in Mathematics and Statistics, Bachelor of Science in Mathematics and Statistics ",,,,62,,62,Faculty of Science,"La Faculté des Sciences a été créée en 2010. L'approche pédagogique qui est celle de l'enseignement et de l'apprentissage de la Faculté est dynamique. Nos diplômés sont censés développer des compétences dans le domaine de l'enseignement et de la recherche. Cette performance est évaluée en continu à tous les niveaux grâce à des cours didactiques et interactifs, des tutoriels et des travaux pratiques, des travaux sur le terrain et des projets de recherche.","Avoir réussi au moins 2 matières au GCE Advanced Level, une en biologie, botanique, zoologie ou biologie humaine, et l'autre en chimie. Les séries C et D du baccalauréat sont également acceptables. Avoir une note de passage dans deux de ces matières au niveau A : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones. Pour s'inscrire en licence de mathématiques, il faut avoir obtenu au moins une note de passage en mathématiques au GCE A’ Level (ou équivalent) ou une recommandation spéciale du département. Avoir des notes de passage en mathématiques, physique et chimie au GCE O'Level. Avoir une note de passage dans deux de ces matières au niveau A’ : biologie, chimie, physique, mathématiques, géologie, géographie, ou avoir une note de passage au Baccalauréat D pour les étudiants francophones.",faculte.des.sciences@univ-bamenda.cm,+237 233 366 030 / +237 233 366 029,https://drive.google.com/file/d/1bd8Pb4-Env8Uha9A_yT2LinKrBlusP7M/view?usp=sharing,,,8,Bamenda,Cameroun,https://drive.google.com/file/d/1CNH1QnA80NIjvCSCC88Wvm0rc2kqCbPF/view?usp=sharing,UNIVERSITE DE BAMENDA,8
